        Time(s)         Temp(K)     Mc(t)/Mc(o)              1              2              3              4              5              6              7              8              9             10             11             12             13             14             15             16             17             18             19             20             21             22             23             24             25             26             27             28             29             30             31             32             33             34             35             36             37             38             39             40             41             42             43             44             45             46             47             48             49             50             51             52             53             54             55             56             57             58             59             60             61             62             63             64             65             66             67             68             69             70             71             72             73             74             75             76             77             78             79             80             81             82             83             84             85             86             87             88             89             90             91             92             93             94             95             96             97             98             99            100            101            102            103            104            105            106            107            108            109            110            111            112            113            114            115            116            117            118            119            120            121            122            123            124            125            126            127            128            129            130            131            132            133            134            135            136            137            138            139            140            141            142            143            144            145            146            147            148            149            150            151            152            153            154            155            156            157
         48.001         560.150       4.488E-01      1.443E-07      1.237E-06      3.773E-05      3.773E-05     -2.232E+01      3.712E+00      9.295E+00     -1.301E+01     -1.301E+01      2.824E-14      3.504E-14      3.818E-05      3.818E-05      3.818E-05      5.409E-07      2.963E-10      2.963E-10      1.291E-09      8.420E-07      4.597E-07      8.420E-07      4.597E-07      2.972E-10      2.345E-12      2.355E-12     -2.385E-12      2.432E-12      3.864E-05      2.399E-07      2.399E-07      2.399E-07      3.010E-07      3.010E-07      3.010E-07      3.705E-12      3.705E-12      3.263E-13      3.263E-13      5.904E-10      7.594E-06     -3.865E-05     -1.106E-06      2.964E-07      2.986E-07      2.986E-07      7.050E-05      7.050E-05      7.050E-05      2.738E-08      2.455E-18      3.530E-15      4.049E-09      4.049E-09      3.515E-13      4.185E-19      4.708E-19      4.723E-19     -4.725E-19      4.609E-07      4.609E-07      4.609E-07      1.976E-12      2.003E-12     -7.867E-17      5.131E-17      2.435E-09      3.864E-05      2.399E-07      2.399E-07      2.399E-07      3.010E-07      3.010E-07      3.010E-07      3.667E-07      3.674E-07      3.675E-07      2.281E-07      2.282E-07      5.461E-10      4.964E-09     -2.392E-05     -2.241E-06      1.135E-06      7.187E-09      5.894E-10      4.217E-13      7.671E-11      6.504E-09      2.188E-05      2.188E-05      2.188E-05     -2.825E-06     -1.069E-06      7.773E-21      5.024E-19      4.731E-13      4.731E-13      4.731E-13     -4.731E-13     -4.731E-13      2.136E-22      2.205E-22      2.944E-05      9.143E-06      6.534E-16      6.536E-16      3.858E-05      3.858E-05      3.858E-05      5.389E-08     -1.405E-15      1.042E-10      5.379E-08      1.042E-10      1.042E-10      1.097E-11      2.399E-07      2.400E-07      9.674E-08      9.674E-08      3.010E-07      3.010E-07      3.010E-07      3.010E-07      3.010E-07      1.432E-07      1.432E-07      1.432E-07      1.752E-05      7.095E-09      7.095E-09      1.700E-13      7.172E-09      7.093E-09      7.093E-09     -5.069E-16      7.172E-09      1.089E-05      1.099E-05      2.232E-22     -2.684E-24      4.046E-22      1.317E-05      3.560E-15     -2.060E-05      4.106E-05      4.106E-05     -1.676E-04      2.143E-05      1.598E-07      4.618E-05      3.301E-05      1.920E-13      1.014E-09     -3.786E-08      3.123E-09      3.124E-09
         50.001         560.650       3.976E-01      1.313E-07      1.232E-06      3.036E-05      3.036E-05     -2.268E+01      3.770E+00      9.450E+00     -1.322E+01     -1.322E+01      2.328E-14      2.888E-14      3.090E-05      3.090E-05      3.090E-05      4.285E-07      2.156E-10      2.156E-10      1.449E-09      8.356E-07      4.564E-07      8.356E-07      4.564E-07      2.163E-10      2.085E-12      2.092E-12     -2.115E-12      2.159E-12      3.136E-05      1.947E-07      1.947E-07      1.947E-07      2.338E-07      2.338E-07      2.338E-07      2.719E-12      2.718E-12      2.328E-13      2.328E-13      4.296E-10      6.877E-06     -3.659E-05     -1.289E-06      2.696E-07      2.715E-07      2.715E-07      6.208E-05      6.208E-05      6.208E-05      2.217E-08      2.003E-18      2.106E-15      3.692E-09      3.692E-09      3.292E-13      4.264E-19      4.747E-19      4.759E-19     -4.761E-19      4.579E-07      4.579E-07      4.579E-07      1.766E-12      1.780E-12     -6.223E-17      5.207E-17      2.031E-09      3.135E-05      1.947E-07      1.947E-07      1.947E-07      2.338E-07      2.338E-07      2.338E-07      2.990E-07      2.996E-07      2.996E-07      1.697E-07      1.698E-07      5.803E-10      5.264E-09     -2.822E-05     -2.453E-06      1.164E-06      7.003E-09      5.139E-10      4.561E-13      7.534E-11      6.362E-09      2.069E-05      2.069E-05      2.069E-05     -3.118E-06     -1.131E-06      6.089E-21      5.024E-19      3.650E-13      3.650E-13      3.650E-13     -3.650E-13     -3.650E-13      1.725E-22      1.729E-22      2.389E-05      7.428E-06      5.572E-16      5.573E-16      3.131E-05      3.131E-05      3.131E-05      4.015E-08     -9.988E-16      7.627E-11      4.008E-08      7.627E-11      7.627E-11      9.006E-12      1.947E-07      1.947E-07      7.426E-08      7.426E-08      2.338E-07      2.339E-07      2.339E-07      2.339E-07      2.339E-07      1.204E-07      1.204E-07      1.204E-07      1.521E-05      6.877E-09      6.877E-09      1.619E-13      6.952E-09      6.876E-09      6.876E-09     -4.625E-16      6.952E-09      1.029E-05      1.040E-05      1.758E-22     -2.909E-24      4.041E-22      1.218E-05      4.073E-15     -1.487E-05      4.312E-05      4.312E-05     -1.360E-04      2.103E-05      1.627E-07      4.208E-05      2.990E-05      2.027E-13      2.410E-09     -3.152E-08      2.952E-09      2.953E-09
         52.001         561.150       3.502E-01      1.206E-07      1.230E-06      2.451E-05      2.451E-05     -2.263E+01      3.758E+00      9.432E+00     -1.319E+01     -1.319E+01      1.945E-14      2.413E-14      2.512E-05      2.512E-05      2.530E-05      3.395E-07      1.580E-10      1.580E-10      1.643E-09      8.328E-07      4.551E-07      8.328E-07      4.551E-07      1.585E-10      1.866E-12      1.872E-12     -1.891E-12      1.929E-12      2.558E-05      1.578E-07      1.578E-07      1.578E-07      1.817E-07      1.817E-07      1.817E-07      1.990E-12      1.990E-12      1.651E-13      1.651E-13      3.148E-10      6.391E-06     -3.497E-05     -1.440E-06      2.493E-07      2.509E-07      2.509E-07      5.534E-05      5.534E-05      5.534E-05      1.830E-08      1.720E-18      2.763E-15      3.454E-09      3.454E-09      3.234E-13      4.403E-19      4.855E-19      4.867E-19     -4.869E-19      4.568E-07      4.568E-07      4.576E-07      1.589E-12      1.608E-12     -4.194E-17      5.354E-17      1.690E-09      2.558E-05      1.578E-07      1.578E-07      1.578E-07      1.817E-07      1.817E-07      1.817E-07      2.436E-07      2.441E-07      2.442E-07      1.262E-07      1.262E-07      6.249E-10      5.657E-09     -3.189E-05     -2.645E-06      1.204E-06      6.898E-09      4.565E-10      5.024E-13      7.588E-11      6.382E-09      1.997E-05      1.997E-05      1.997E-05     -3.442E-06     -1.212E-06      4.808E-21      5.103E-19      2.813E-13      2.814E-13      2.837E-13     -2.813E-13     -2.813E-13     -9.441E-24      1.366E-22      1.948E-05      6.065E-06      4.797E-16      4.798E-16      2.555E-05      2.555E-05      2.555E-05      3.028E-08     -7.439E-16      5.575E-11      3.023E-08      5.575E-11      5.575E-11      7.385E-12      1.578E-07      1.578E-07      5.710E-08      5.710E-08      1.817E-07      1.817E-07      1.817E-07      1.817E-07      1.817E-07      1.007E-07      1.007E-07      1.007E-07      1.307E-05      6.837E-09      6.837E-09      1.575E-13      6.914E-09      6.838E-09      6.838E-09     -4.415E-16      6.913E-09      9.935E-06      1.003E-05      1.399E-22     -3.216E-24      3.776E-22      1.122E-05      4.580E-15     -1.023E-05      4.471E-05      4.471E-05     -1.314E-04      2.059E-05      1.642E-07      3.806E-05      2.684E-05      2.182E-13      3.682E-09     -3.264E-08      2.860E-09      2.860E-09
         54.001         561.650       3.066E-01      1.118E-07      1.230E-06      1.986E-05      1.986E-05     -2.220E+01      3.683E+00      9.255E+00     -1.294E+01     -1.294E+01      1.648E-14      2.044E-14      2.054E-05      2.054E-05      2.012E-05      2.693E-07      1.168E-10      1.168E-10      1.882E-09      8.332E-07      4.556E-07      8.332E-07      4.556E-07      1.171E-10      1.682E-12      1.686E-12     -1.699E-12      1.736E-12      2.099E-05      1.279E-07      1.279E-07      1.279E-07      1.414E-07      1.414E-07      1.414E-07      1.457E-12      1.457E-12      1.165E-13      1.165E-13      2.326E-10      6.066E-06     -3.352E-05     -1.543E-06      2.336E-07      2.350E-07      2.350E-07      4.975E-05      4.975E-05      4.975E-05      1.534E-08      1.541E-18      1.717E-15      3.301E-09      3.301E-09      3.296E-13      4.602E-19      5.035E-19      5.044E-19     -5.046E-19      4.575E-07      4.575E-07      4.556E-07      1.439E-12      1.456E-12     -1.760E-17      5.574E-17      1.407E-09      2.099E-05      1.279E-07      1.279E-07      1.280E-07      1.414E-07      1.414E-07      1.414E-07      1.987E-07      1.991E-07      1.992E-07      9.371E-08      9.375E-08      6.776E-10      6.122E-09     -3.493E-05     -2.793E-06      1.250E-06      7.068E-09      4.135E-10      5.636E-13      7.839E-11      6.566E-09      1.968E-05      1.968E-05      1.968E-05     -3.788E-06     -1.307E-06      3.834E-21      5.260E-19      2.172E-13      2.171E-13      2.112E-13     -2.171E-13     -2.171E-13      4.128E-22      1.090E-22      1.599E-05      4.983E-06      4.173E-16      4.174E-16      2.097E-05      2.097E-05      2.097E-05      2.315E-08     -5.808E-16      4.077E-11      2.311E-08      4.077E-11      4.077E-11      6.052E-12      1.279E-07      1.279E-07      4.403E-08      4.402E-08      1.414E-07      1.414E-07      1.414E-07      1.414E-07      1.414E-07      8.388E-08      8.388E-08      8.388E-08      1.114E-05      6.978E-09      6.978E-09      1.565E-13      7.056E-09      6.979E-09      6.979E-09     -4.457E-16      7.056E-09      9.793E-06      9.891E-06      1.127E-22     -3.625E-24      3.057E-22      1.031E-05      5.069E-15     -6.378E-06      4.586E-05      4.586E-05     -8.442E-05      2.014E-05      1.643E-07      3.422E-05      2.390E-05      2.380E-13      4.837E-09     -2.269E-08      2.822E-09      2.822E-09
         56.001         562.150       2.669E-01      1.046E-07      1.234E-06      1.616E-05      1.616E-05     -2.144E+01      3.553E+00      8.939E+00     -1.249E+01     -1.249E+01      1.415E-14      1.755E-14      1.689E-05      1.689E-05      1.691E-05      2.139E-07      8.702E-11      8.702E-11      2.173E-09      8.366E-07      4.577E-07      8.366E-07      4.577E-07      8.726E-11      1.527E-12      1.529E-12     -1.536E-12      1.574E-12      1.735E-05      1.037E-07      1.037E-07      1.037E-07      1.102E-07      1.102E-07      1.102E-07      1.067E-12      1.067E-12      8.193E-14      8.193E-14      1.734E-10      5.853E-06     -3.208E-05     -1.583E-06      2.207E-07      2.220E-07      2.220E-07      4.493E-05      4.493E-05      4.493E-05      1.300E-08      1.427E-18      9.500E-16      3.207E-09      3.207E-09      3.448E-13      4.865E-19      5.289E-19      5.295E-19     -5.296E-19      4.599E-07      4.599E-07      4.600E-07      1.312E-12      1.322E-12      1.315E-17      5.869E-17      1.175E-09      1.735E-05      1.037E-07      1.037E-07      1.037E-07      1.102E-07      1.102E-07      1.102E-07      1.625E-07      1.628E-07      1.628E-07      6.937E-08      6.941E-08      7.361E-10      6.638E-09     -3.733E-05     -2.877E-06      1.294E-06      7.401E-09      3.817E-10      6.427E-13      8.292E-11      6.917E-09      1.978E-05      1.978E-05      1.978E-05     -4.147E-06     -1.411E-06      3.084E-21      5.496E-19      1.678E-13      1.678E-13      1.680E-13     -1.677E-13     -1.677E-13      8.125E-23      8.781E-23      1.321E-05      4.122E-06      3.672E-16      3.672E-16      1.733E-05      1.733E-05      1.733E-05      1.795E-08     -4.747E-16      2.988E-11      1.792E-08      2.988E-11      2.988E-11      4.961E-12      1.037E-07      1.037E-07      3.409E-08      3.409E-08      1.102E-07      1.102E-07      1.102E-07      1.102E-07      1.102E-07      6.960E-08      6.960E-08      6.960E-08      9.413E-06      7.296E-09      7.296E-09      1.587E-13      7.379E-09      7.298E-09      7.298E-09     -4.825E-16      7.379E-09      9.841E-06      9.939E-06      9.197E-23     -4.161E-24      1.911E-22      9.468E-06      5.534E-15     -3.104E-06      4.657E-05      4.657E-05     -5.617E-05      1.969E-05      1.634E-07      3.061E-05      2.114E-05      2.616E-13      5.881E-09     -1.643E-08      2.821E-09      2.821E-09
         58.001         562.650       2.308E-01      9.875E-08      1.239E-06      1.321E-05      1.321E-05     -2.040E+01      3.379E+00      8.510E+00     -1.189E+01     -1.189E+01      1.232E-14      1.527E-14      1.398E-05      1.398E-05      1.421E-05      1.703E-07      6.547E-11      6.547E-11      2.529E-09      8.428E-07      4.614E-07      8.428E-07      4.614E-07      6.564E-11      1.395E-12      1.396E-12     -1.400E-12      1.436E-12      1.444E-05      8.408E-08      8.408E-08      8.408E-08      8.618E-08      8.618E-08      8.618E-08      7.837E-13      7.837E-13      5.750E-14      5.750E-14      1.305E-10      5.716E-06     -3.053E-05     -1.552E-06      2.095E-07      2.107E-07      2.107E-07      4.059E-05      4.059E-05      4.059E-05      1.111E-08      1.353E-18     -5.023E-16      3.152E-09      3.152E-09      3.670E-13      5.197E-19      5.619E-19      5.623E-19     -5.623E-19      4.639E-07      4.639E-07      4.650E-07      1.204E-12      1.203E-12      3.783E-17      6.244E-17      9.853E-10      1.444E-05      8.409E-08      8.409E-08      8.406E-08      8.618E-08      8.618E-08      8.618E-08      1.334E-07      1.337E-07      1.337E-07      5.101E-08      5.105E-08      7.982E-10      7.183E-09     -3.913E-05     -2.883E-06      1.331E-06      7.945E-09      3.581E-10      7.426E-13      8.950E-11      7.437E-09      2.020E-05      2.020E-05      2.020E-05     -4.506E-06     -1.520E-06      2.506E-21      5.814E-19      1.300E-13      1.300E-13      1.328E-13     -1.300E-13     -1.300E-13      2.021E-23      7.145E-23      1.100E-05      3.435E-06      3.268E-16      3.269E-16      1.443E-05      1.443E-05      1.443E-05      1.413E-08     -4.047E-16      2.196E-11      1.410E-08      2.196E-11      2.196E-11      4.068E-12      8.408E-08      8.409E-08      2.650E-08      2.650E-08      8.618E-08      8.619E-08      8.619E-08      8.619E-08      8.619E-08      5.758E-08      5.758E-08      5.758E-08      7.900E-06      7.790E-09      7.790E-09      1.636E-13      7.880E-09      7.793E-09      7.793E-09     -5.678E-16      7.880E-09      1.005E-05      1.015E-05      7.630E-23     -4.848E-24      1.106E-22      8.686E-06      5.968E-15     -2.536E-07      4.688E-05      4.688E-05     -2.765E-05      1.927E-05      1.615E-07      2.727E-05      1.858E-05      2.885E-13      6.823E-09     -1.092E-08      2.844E-09      2.844E-09
         60.001         563.150       1.984E-01      9.396E-08      1.245E-06      1.084E-05      1.084E-05     -1.916E+01      3.170E+00      7.996E+00     -1.117E+01     -1.116E+01      1.087E-14      1.347E-14      1.165E-05      1.165E-05      1.120E-05      1.359E-07      4.972E-11      4.972E-11      2.964E-09      8.519E-07      4.666E-07      8.519E-07      4.666E-07      4.985E-11      1.284E-12      1.284E-12     -1.282E-12      1.319E-12      1.212E-05      6.825E-08      6.825E-08      6.825E-08      6.764E-08      6.764E-08      6.764E-08      5.772E-13      5.771E-13      4.031E-14      4.031E-14      9.909E-11      5.625E-06     -2.883E-05     -1.446E-06      1.991E-07      2.003E-07      2.003E-07      3.657E-05      3.657E-05      3.657E-05      9.532E-09      1.303E-18     -1.318E-15      3.123E-09      3.123E-09      3.944E-13      5.606E-19      6.036E-19      6.036E-19     -6.036E-19      4.695E-07      4.695E-07      4.674E-07      1.111E-12      1.106E-12      6.082E-17      6.708E-17      8.309E-10      1.212E-05      6.826E-08      6.826E-08      6.830E-08      6.764E-08      6.764E-08      6.764E-08      1.101E-07      1.104E-07      1.104E-07      3.705E-08      3.710E-08      8.615E-10      7.738E-09     -4.037E-05     -2.804E-06      1.358E-06      8.692E-09      3.400E-10      8.660E-13      9.818E-11      8.125E-09      2.087E-05      2.087E-05      2.087E-05     -4.855E-06     -1.629E-06      2.060E-21      6.223E-19      1.013E-13      1.013E-13      9.603E-14     -1.012E-13     -1.013E-13      1.511E-22      5.879E-23      9.225E-06      2.885E-06      2.944E-16      2.945E-16      1.211E-05      1.211E-05      1.211E-05      1.128E-08     -3.582E-16      1.621E-11      1.127E-08      1.621E-11      1.621E-11      3.338E-12      6.825E-08      6.826E-08      2.071E-08      2.071E-08      6.764E-08      6.764E-08      6.765E-08      6.765E-08      6.765E-08      4.754E-08      4.754E-08      4.754E-08      6.589E-06      8.458E-09      8.458E-09      1.707E-13      8.557E-09      8.462E-09      8.462E-09     -7.329E-16      8.556E-09      1.038E-05      1.049E-05      6.450E-23     -5.710E-24     -1.293E-23      7.965E-06      6.366E-15      2.282E-06      4.683E-05      4.683E-05     -3.162E-05      1.886E-05      1.588E-07      2.421E-05      1.624E-05      3.183E-13      7.670E-09     -1.050E-08      2.883E-09      2.883E-09
         62.001         563.650       1.694E-01      9.005E-08      1.253E-06      8.934E-06      8.934E-06     -1.779E+01      2.939E+00      7.422E+00     -1.036E+01     -1.036E+01      9.714E-15      1.204E-14      9.779E-06      9.779E-06      1.023E-05      1.088E-07      3.813E-11      3.813E-11      3.496E-09      8.638E-07      4.733E-07      8.638E-07      4.733E-07      3.822E-11      1.184E-12      1.187E-12     -1.199E-12      1.219E-12      1.026E-05      5.548E-08      5.548E-08      5.548E-08      5.331E-08      5.331E-08      5.331E-08      4.266E-13      4.266E-13      2.826E-14      2.826E-14      7.600E-11      5.559E-06     -2.699E-05     -1.272E-06      1.889E-07      1.900E-07      1.900E-07      3.276E-05      3.276E-05      3.276E-05      8.185E-09      1.266E-18      3.904E-15      3.107E-09      3.107E-09      4.255E-13      6.103E-19      6.529E-19      6.545E-19     -6.547E-19      4.768E-07      4.768E-07      4.768E-07      1.031E-12      1.057E-12     -4.891E-17      7.274E-17      7.055E-10      1.025E-05      5.548E-08      5.548E-08      5.548E-08      5.331E-08      5.331E-08      5.331E-08      9.163E-08      9.180E-08      9.182E-08      2.632E-08      2.638E-08      9.240E-10      8.283E-09     -4.110E-05     -2.643E-06      1.371E-06      9.366E-09      3.256E-10      1.015E-12      1.090E-10      8.981E-09      2.174E-05      2.174E-05      2.174E-05     -5.185E-06     -1.735E-06      1.710E-21      6.731E-19      7.922E-14      7.922E-14     -3.040E-21     -7.915E-14     -7.915E-14      4.796E-23      4.888E-23      7.804E-06      2.443E-06      2.685E-16      2.685E-16      1.025E-05      1.025E-05      1.025E-05      9.148E-09     -3.275E-16      1.203E-11      9.136E-09      1.203E-11      1.203E-11      2.743E-12      5.548E-08      5.549E-08      1.627E-08      1.627E-08      5.331E-08      5.332E-08      5.332E-08      5.332E-08      5.332E-08      3.921E-08      3.921E-08      3.921E-08      5.460E-06      9.298E-09      9.298E-09      1.797E-13      9.407E-09      9.303E-09      9.303E-09     -1.035E-15      9.407E-09      1.081E-05      1.092E-05      5.565E-23     -6.770E-24      5.024E-22      7.301E-06      6.725E-15      4.576E-06      4.646E-05      4.646E-05     -8.577E-05      1.847E-05      1.554E-07      2.143E-05      1.412E-05      3.503E-13      8.430E-09     -2.408E-08      2.931E-09      2.931E-09
         64.001         564.150       1.437E-01      8.688E-08      1.261E-06      7.390E-06      7.390E-06     -1.633E+01      2.694E+00      6.815E+00     -9.510E+00     -9.509E+00      8.792E-15      1.089E-14      8.269E-06      8.269E-06      7.344E-06      8.742E-08      2.953E-11      2.953E-11      4.148E-09      8.788E-07      4.818E-07      8.788E-07      4.818E-07      2.960E-11      1.103E-12      1.105E-12     -1.114E-12      1.134E-12      8.755E-06      4.519E-08      4.519E-08      4.519E-08      4.223E-08      4.223E-08      4.223E-08      3.167E-13      3.167E-13      1.982E-14      1.982E-14      5.888E-11      5.502E-06     -2.502E-05     -1.037E-06      1.785E-07      1.796E-07      1.796E-07      2.913E-05      2.913E-05      2.913E-05      7.019E-09      1.234E-18      2.573E-15      3.096E-09      3.096E-09      4.590E-13      6.703E-19      7.150E-19      7.164E-19     -7.166E-19      4.860E-07      4.860E-07      4.861E-07      9.636E-13      9.842E-13     -2.738E-17      7.957E-17      6.036E-10      8.754E-06      4.519E-08      4.519E-08      4.519E-08      4.223E-08      4.223E-08      4.223E-08      7.696E-08      7.710E-08      7.712E-08      1.799E-08      1.808E-08      9.842E-10      8.805E-09     -4.141E-05     -2.408E-06      1.370E-06      1.044E-08      3.134E-10      1.192E-12      1.219E-10      1.001E-08      2.273E-05      2.273E-05      2.273E-05     -5.488E-06     -1.834E-06      1.436E-21      7.353E-19      6.235E-14      6.235E-14     -2.333E-21     -6.227E-14     -6.227E-14      3.727E-23      4.111E-23      6.661E-06      2.086E-06      2.479E-16      2.480E-16      8.746E-06      8.747E-06      8.747E-06      7.530E-09     -3.082E-16      8.979E-12      7.521E-09      8.979E-12      8.979E-12      2.258E-12      4.519E-08      4.519E-08      1.286E-08      1.286E-08      4.223E-08      4.223E-08      4.223E-08      4.223E-08      4.223E-08      3.233E-08      3.233E-08      3.233E-08      4.489E-06      1.031E-08      1.031E-08      1.901E-13      1.044E-08      1.032E-08      1.032E-08     -1.572E-15      1.043E-08      1.131E-05      1.142E-05      4.916E-23     -8.054E-24      4.222E-22      6.691E-06      7.043E-15      6.671E-06      4.581E-05      4.581E-05     -6.068E-05      1.810E-05      1.515E-07      1.892E-05      1.222E-05      3.841E-13      9.107E-09     -1.908E-08      2.984E-09      2.984E-09
         66.001         564.650       1.210E-01      8.432E-08      1.269E-06      6.135E-06      6.135E-06     -1.485E+01      2.446E+00      6.197E+00     -8.643E+00     -8.644E+00      8.058E-15      9.982E-15      7.046E-06      7.046E-06      7.046E-06      7.054E-08      2.310E-11      2.310E-11      4.952E-09      8.972E-07      4.922E-07      8.972E-07      4.922E-07      2.316E-11      1.033E-12      1.036E-12     -1.045E-12      1.062E-12      7.544E-06      3.691E-08      3.691E-08      3.691E-08      3.364E-08      3.364E-08      3.364E-08      2.364E-13      2.364E-13      1.393E-14      1.393E-14      4.608E-11      5.441E-06     -2.297E-05     -7.588E-07      1.677E-07      1.688E-07      1.688E-07      2.567E-05      2.567E-05      2.567E-05      6.000E-09      1.200E-18      3.030E-15      3.082E-09      3.082E-09      4.933E-13      7.425E-19      7.896E-19      7.912E-19     -7.915E-19      4.971E-07      4.971E-07      4.971E-07      9.057E-13      9.282E-13     -3.840E-17      8.778E-17      5.209E-10      7.543E-06      3.691E-08      3.691E-08      3.691E-08      3.364E-08      3.364E-08      3.364E-08      6.538E-08      6.550E-08      6.551E-08      1.146E-08      1.158E-08      1.040E-09      9.289E-09     -4.135E-05     -2.113E-06      1.354E-06      1.167E-08      3.024E-10      1.397E-12      1.370E-10      1.120E-08      2.380E-05      2.380E-05      2.380E-05     -5.756E-06     -1.924E-06      1.220E-21      8.109E-19      4.941E-14      4.943E-14     -1.803E-21     -4.932E-14     -4.932E-14      3.434E-23      3.498E-23      5.739E-06      1.799E-06      2.319E-16      2.319E-16      7.537E-06      7.537E-06      7.537E-06      6.293E-09     -2.972E-16      6.748E-12      6.287E-09      6.748E-12      6.749E-12      1.864E-12      3.691E-08      3.691E-08      1.024E-08      1.024E-08      3.364E-08      3.364E-08      3.364E-08      3.364E-08      3.364E-08      2.667E-08      2.667E-08      2.667E-08      3.645E-06      1.149E-08      1.149E-08      2.014E-13      1.163E-08      1.150E-08      1.150E-08     -2.518E-15      1.163E-08      1.184E-05      1.196E-05      4.457E-23     -9.584E-24      4.584E-22      6.131E-06      7.318E-15      8.592E-06      4.492E-05      4.492E-05     -6.725E-05      1.774E-05      1.471E-07      1.666E-05      1.052E-05      4.192E-13      9.705E-09     -2.015E-08      3.038E-09      3.038E-09
         68.001         565.150       1.011E-01      8.228E-08      1.276E-06      5.111E-06      5.111E-06     -1.339E+01      2.202E+00      5.585E+00     -7.787E+00     -7.786E+00      7.480E-15      9.263E-15      6.055E-06      6.055E-06      6.055E-06      5.723E-08      1.827E-11      1.827E-11      5.947E-09      9.196E-07      5.047E-07      9.196E-07      5.047E-07      1.832E-11      9.714E-13      9.768E-13     -9.933E-13      1.001E-12      6.566E-06      3.026E-08      3.026E-08      3.026E-08      2.697E-08      2.697E-08      2.697E-08      1.776E-13      1.776E-13      9.825E-15      9.825E-15      3.645E-11      5.366E-06     -2.089E-05     -4.529E-07      1.565E-07      1.576E-07      1.576E-07      2.239E-05      2.239E-05      2.239E-05      5.105E-09      1.161E-18      5.985E-15      3.060E-09      3.060E-09      5.271E-13      8.293E-19      8.781E-19      8.816E-19     -8.822E-19      5.107E-07      5.107E-07      5.107E-07      8.569E-13      8.984E-13     -1.817E-16      9.766E-17      4.541E-10      6.566E-06      3.026E-08      3.026E-08      3.026E-08      2.697E-08      2.697E-08      2.697E-08      5.628E-08      5.637E-08      5.639E-08      6.294E-09      6.447E-09      1.091E-09      9.725E-09     -4.101E-05     -1.776E-06      1.323E-06      1.301E-08      2.917E-10      1.632E-12      1.543E-10      1.256E-08      2.489E-05      2.489E-05      2.489E-05     -5.986E-06     -2.004E-06      1.050E-21      9.023E-19      3.946E-14      3.960E-14     -1.405E-21     -3.936E-14     -3.936E-14      2.910E-23      3.014E-23      4.995E-06      1.566E-06      2.197E-16      2.198E-16      6.560E-06      6.560E-06      6.561E-06      5.343E-09     -2.930E-16      5.113E-12      5.338E-09      5.113E-12      5.113E-12      1.544E-12      3.026E-08      3.026E-08      8.209E-09      8.209E-09      2.697E-08      2.697E-08      2.697E-08      2.697E-08      2.697E-08      2.205E-08      2.205E-08      2.205E-08      2.902E-06      1.283E-08      1.283E-08      2.132E-13      1.299E-08      1.284E-08      1.284E-08     -4.152E-15      1.299E-08      1.238E-05      1.251E-05      4.152E-23     -1.138E-23      9.247E-22      5.615E-06      7.551E-15      1.035E-05      4.384E-05      4.384E-05     -1.047E-04      1.738E-05      1.423E-07      1.465E-05      9.029E-06      4.550E-13      1.023E-08     -2.966E-08      3.090E-09      3.091E-09
         70.001         565.650       8.388E-02      8.066E-08      1.284E-06      4.271E-06      4.271E-06     -1.196E+01      1.966E+00      4.995E+00     -6.961E+00     -6.959E+00      7.033E-15      8.708E-15      5.252E-06      5.252E-06      5.252E-06      4.672E-08      1.462E-11      1.462E-11      7.182E-09      9.466E-07      5.198E-07      9.466E-07      5.198E-07      1.465E-11      9.277E-13      9.277E-13     -9.272E-13      9.502E-13      5.779E-06      2.493E-08      2.493E-08      2.493E-08      2.179E-08      2.179E-08      2.179E-08      1.344E-13      1.344E-13      6.961E-15      6.961E-15      2.917E-11      5.273E-06     -1.882E-05     -1.378E-07      1.450E-07      1.459E-07      1.459E-07      1.932E-05      1.932E-05      1.932E-05      4.320E-09      1.115E-18     -1.013E-15      3.027E-09      3.027E-09      5.589E-13      9.341E-19      9.909E-19      9.909E-19     -9.909E-19      5.270E-07      5.270E-07      5.270E-07      8.163E-13      8.102E-13      7.032E-17      1.096E-16      4.003E-10      5.778E-06      2.493E-08      2.493E-08      2.493E-08      2.179E-08      2.179E-08      2.179E-08      4.916E-08      4.925E-08      4.925E-08      2.171E-09      2.375E-09      1.136E-09      1.010E-08     -4.044E-05     -1.417E-06      1.280E-06      1.459E-08      2.809E-10      1.896E-12      1.736E-10      1.408E-08      2.595E-05      2.595E-05      2.595E-05     -6.173E-06     -2.070E-06      9.148E-22      1.013E-18      3.181E-14      3.206E-14     -1.105E-21     -3.170E-14     -3.170E-14      2.656E-23      2.631E-23      4.396E-06      1.378E-06      2.111E-16      2.112E-16      5.774E-06      5.774E-06      5.774E-06      4.610E-09     -2.946E-16      3.910E-12      4.606E-09      3.911E-12      3.911E-12      1.285E-12      2.493E-08      2.493E-08      6.639E-09      6.639E-09      2.179E-08      2.179E-08      2.179E-08      2.179E-08      2.179E-08      1.829E-08      1.829E-08      1.829E-08      2.233E-06      1.434E-08      1.434E-08      2.252E-13      1.451E-08      1.435E-08      1.435E-08     -6.931E-15      1.451E-08      1.291E-05      1.304E-05      3.977E-23     -1.345E-23      2.694E-23      5.142E-06      7.744E-15      1.194E-05      4.260E-05      4.261E-05     -2.016E-05      1.702E-05      1.373E-07      1.287E-05      7.719E-06      4.910E-13      1.068E-08     -1.007E-08      3.140E-09      3.140E-09
